Zipcode,Population,Median age,Under 18(%),18 to 64(%),65 and over(%),Male(%),Female(%),White(%),Black(%),Native(%),Asian(%),Islander(%),Two plus(%),Hispanic(%),Per capita income (USD),Median household income (USD),Below poverty line(%),Mean travel time to work (Minutes),Drove Alone (%),Carpooled (%),Public Transit (%),Bicycle (%),Walked (%),Other (%),Worked at home (%),Number of households,Persons per household,Married (%),Single (%),Number of housing units,Occupied housing (%),Vacant housing (%),Owner Occupied (%),Renter Occupied (%),Median housing value,Moved Since Prev Year(%),Same House Prev Year(%),No Degree(%),High School(%),Some College(%),Bachelor's(%),Post-grad(%),Foriegn Born Population(%),Europe(%),Asia(%),Africa(%),Oceania(%),Latin America(%),North America(%),Case Counts,Death Counts,Death Counts(Per 1000),Case Counts(Per 1000)
53801,1046,47.2,21.61,58.51,19.89,49.81,50.19,88.34,0.57,0.29,0,0,0.57,10.23,27566.0,54205.0,14.18,24.63,86.51,5.36,0,0,0.79,0.4,6.94,435.0,2.4,69.65,30.35,800.0,54.37,45.62,80.92,19.08,108000.0,7.88,92.12,9.93,35.69,40.13,10.46,3.79,4.88,11.76,7.84,0,0,80.39,0,185.0,3.0,2.868068833652008,176.86424474187382
53802,39,36.6,17.95,66.67,15.38,58.97,41.03,100.0,0,0,0,0,0,0,19200.0,47708.0,15.38,0,70.59,29.41,0,0,0,0,0,21.0,1.86,68.75,31.25,36.0,58.33,41.67,61.9,38.1,85000.0,0,100.0,13.33,63.33,23.33,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,51.28205128205128
53803,1183,40.1,22.49,56.55,20.96,50.46,49.54,97.55,1.35,0.51,0,0,0.25,0.34,29272.0,57083.0,14.06,26.94,85.15,7.92,0,0,0.66,1.98,4.29,513.0,2.31,51.66,48.34,565.0,90.8,9.2,73.68,26.32,117200.0,7.3,92.7,8.99,36.57,35.48,10.33,8.63,0.08,0,100.0,0,0,0,0,304.0,1.0,0.8453085376162299,256.9737954353339
53804,1396,36.9,27.01,57.59,15.4,49.14,50.86,95.92,0,0.29,0.14,0,1.22,2.44,27057.0,55170.0,12.26,24.26,79.1,8.9,0,0,3.95,0.56,7.49,535.0,2.61,60.09,39.91,585.0,91.45,8.55,80.93,19.07,131600.0,9.01,90.99,4.88,46.95,35.63,9.66,2.89,1.58,9.09,9.09,0,0,81.82,0,279.0,2.0,1.4326647564469914,199.8567335243553
53805,5336,44.3,17.56,63.66,18.78,56.22,43.78,92.28,5.23,0.52,0.04,0,0.26,1.65,26081.0,44816.0,10.38,19.21,79.42,8.26,0,0.41,2.73,0.02,5.58,2154.0,2.23,49.77,50.23,2447.0,88.03,11.97,73.21,26.79,122800.0,13.79,86.21,12.88,40.0,31.37,10.68,5.07,0.73,10.26,5.13,0,0,84.62,0,1426.0,17.0,3.185907046476762,267.2413793103448
53806,1580,53.5,15.82,56.71,27.47,47.15,52.85,96.33,0,0,0.13,0,1.52,1.52,27379.0,50000.0,15.1,26.31,72.77,5.6,0.3,0,7.56,0.51,11.65,736.0,2.15,58.19,41.81,953.0,77.23,22.77,77.31,22.69,104600.0,5.48,94.52,10.81,44.22,34.74,8.25,1.98,0.57,0,22.22,0,0,77.78,0,346.0,5.0,3.1645569620253164,218.9873417721519
53807,4742,41.5,22.33,56.62,21.05,51.2,48.8,97.51,0.15,0.23,0.13,0,0.25,1.73,31426.0,68197.0,5.12,19.66,78.22,5.74,0.08,0,2.55,0.64,12.76,1875.0,2.49,61.38,38.62,1951.0,96.1,3.9,81.97,18.03,174100.0,8.01,91.99,6.69,37.92,32.91,15.73,6.75,2.02,13.54,2.08,0,0,84.38,0,1215.0,16.0,3.374103753690426,256.2210037958667
54220,38653,45.1,20.83,57.53,21.64,49.34,50.66,85.95,1.73,0.49,4.96,0,1.74,5.01,30820.0,54732.0,11.88,15.91,82.53,7.22,0.6,1.07,2.94,0.12,4.88,16988.0,2.22,51.24,48.76,18612.0,91.27,8.73,70.56,29.44,121500.0,11.27,88.73,7.06,34.04,35.1,16.85,6.95,3.58,14.97,53.94,0,0.58,30.3,0.22,10305.0,114.0,2.949318293534784,266.6028510076838
54227,1433,46.7,19.68,63.92,16.4,50.8,49.2,95.74,0,0.49,1.12,0,0.98,1.4,34599.0,71786.0,5.31,24.65,89.42,2.79,0,0,1.86,0.28,5.93,608.0,2.36,70.24,29.76,645.0,94.26,5.74,90.3,9.7,199000.0,4.93,95.07,4.37,41.17,27.51,21.38,5.58,2.44,8.57,45.71,0,0,45.71,0,396.0,3.0,2.0935101186322402,276.3433356594557
54228,2919,47.4,21.31,59.27,19.42,49.88,50.12,95.34,0.1,0.07,0.14,0,1.4,2.95,31648.0,65122.0,3.27,23.26,83.28,3.05,0.13,0,3.69,0.13,9.72,1163.0,2.51,67.31,32.69,1288.0,90.3,9.7,84.35,15.65,151100.0,4.91,95.09,8.61,40.53,33.56,11.59,5.72,0.72,19.05,28.57,0,9.52,28.57,14.29,750.0,7.0,2.398081534772182,256.9373072970195
54229,5386,41.9,25.23,62.25,12.51,51.75,48.25,94.32,0,0.58,0,0,1.99,3.12,34247.0,74436.0,1.64,23.06,79.47,7.69,0,0.82,0.6,0.25,11.17,2169.0,2.48,65.09,34.91,2239.0,96.87,3.13,77.87,22.13,214600.0,5.6,94.4,3.59,39.84,34.17,17.49,4.92,0.56,0,0,0,0,100.0,0,1273.0,8.0,1.4853323431117713,236.35350909766058
54230,4594,44.3,23.84,57.68,18.48,51.33,48.67,96.87,0.04,0.61,0.11,0,1.04,1.33,32535.0,66549.0,5.69,24.09,81.58,6.42,0.81,0.47,2.06,1.33,7.32,1819.0,2.53,66.59,33.41,1903.0,95.59,4.41,87.36,12.64,164400.0,5.01,94.99,6.35,45.17,29.88,13.19,5.41,0.74,14.71,8.82,0,0,76.47,0,1063.0,5.0,1.0883761427949499,231.38876795820633
54216,6254,47.2,18.21,57.31,24.48,50.1,49.9,94.68,0.18,0.13,0.45,0,0.61,3.97,31129.0,63125.0,9.22,25.67,75.7,9.85,0,0,1.84,0.89,11.72,2662.0,2.31,60.84,39.16,3114.0,85.48,14.52,77.2,22.8,150400.0,11.1,88.9,8.46,39.19,36.22,12.3,3.84,3.61,19.47,13.27,0,0.88,66.37,0,1664.0,21.0,3.3578509753757597,266.0697153821554
54234,1846,61.3,14.03,41.98,43.99,48.48,51.52,96.97,0,0,0.16,0,0,2.87,31176.0,49688.0,15.66,12.56,79.65,3.75,0,0,11.98,0,4.62,909.0,1.98,68.46,31.54,2382.0,38.16,61.84,72.72,27.28,343600.0,20.75,79.25,0.27,20.88,27.54,31.85,19.46,4.88,70.0,12.22,0,0,13.33,4.44,398.0,3.0,1.6251354279523293,215.60130010834237
54232,936,43.3,17.52,66.35,16.13,51.39,48.61,92.95,0,0,0,0.85,1.18,5.02,28829.0,48036.0,4.64,19.37,82.86,1.84,0.2,0,7.55,0,7.55,449.0,2.08,46.81,53.19,471.0,95.33,4.67,81.96,18.04,124600.0,3.5,96.5,3.63,43.1,42.68,9.48,1.12,3.1,6.9,0,0,0,93.1,0,177.0,2.0,2.136752136752137,189.1025641025641
54235,16822,50.7,17.47,56.9,25.63,49.32,50.68,91.83,0.71,1.01,0.71,0,1.71,4.03,38993.0,61137.0,8.54,15.8,82.86,8.36,0.13,0.02,1.67,0.56,6.41,8231.0,2.02,61.47,38.53,11979.0,68.71,31.29,76.38,23.62,181800.0,11.99,88.01,5.32,34.05,31.77,19.8,9.06,3.46,27.49,15.81,3.78,0,48.11,4.81,4253.0,50.0,2.9722981809535134,252.82368327190585
54241,13893,45.9,18.75,59.79,21.46,49.1,50.9,89.98,1.04,0.24,1.31,0,2.42,5.02,29286.0,52758.0,8.08,21.07,85.42,7.79,0.72,0.41,1.38,0.55,3.73,6449.0,2.14,50.2,49.8,7010.0,92.0,8.0,74.94,25.06,103600.0,8.65,91.35,7.5,38.79,34.07,12.85,6.79,3.16,10.25,26.88,1.82,0.68,60.36,0,3636.0,29.0,2.087382134888073,261.7145324983805
54247,2449,43.7,17.76,67.05,15.19,51.41,48.59,94.9,0,0.33,0.16,0,0.98,3.63,35583.0,69353.0,3.33,24.0,82.66,7.76,0.2,0,2.41,0.8,6.16,1049.0,2.33,60.71,39.29,1120.0,93.66,6.34,85.51,14.49,174300.0,10.27,89.73,6.53,34.05,41.2,13.23,4.98,1.02,12.0,16.0,0,0,72.0,0,545.0,2.0,0.8166598611678236,222.53981216823192
54301,21485,37.7,22.03,59.93,18.05,49.9,50.1,78.37,3.03,1.83,1.78,0.14,2.39,12.36,33233.0,62648.0,10.12,16.4,82.71,6.97,0.99,1.07,2.28,0.09,4.99,9448.0,2.21,46.3,53.7,9897.0,95.46,4.54,67.85,32.15,157400.0,15.21,84.79,8.59,27.17,31.2,21.44,11.6,6.48,12.28,19.1,16.37,0,52.26,0,7037.0,61.0,2.8391901326506868,327.53083546660463
54246,828,63.4,9.54,42.03,48.43,48.43,51.57,96.38,0,0,0.48,0,0.36,2.78,37811.0,55500.0,7.22,9.54,76.81,4.52,0,0.6,5.42,0.6,12.05,406.0,1.98,68.07,31.93,1013.0,40.08,59.92,87.19,12.81,267700.0,10.91,89.09,3.49,17.46,31.42,28.35,19.27,1.57,53.85,15.38,0,23.08,7.69,0,103.0,3.0,3.6231884057971016,124.39613526570048
54245,1950,43.8,18.62,63.59,17.79,52.51,47.49,97.38,0.1,0.51,0.21,0,0.26,1.38,33893.0,75156.0,5.54,23.35,84.55,6.25,0.61,0,2.26,0.15,5.38,845.0,2.31,62.39,37.61,1000.0,84.5,15.5,83.79,16.21,164800.0,6.38,93.62,5.41,35.99,37.77,15.5,5.33,1.59,41.94,12.9,0,0,45.16,0,538.0,7.0,3.58974358974359,275.89743589743586
54302,31670,33.0,27.31,60.69,11.99,52.13,47.87,52.26,4.5,1.48,4.7,0,3.08,33.94,25004.0,46513.0,19.83,18.51,77.06,14.55,1.23,0,2.39,0.03,3.45,12789.0,2.47,44.09,55.91,13342.0,95.86,4.14,49.88,50.12,121500.0,15.19,84.81,21.67,31.68,28.26,13.14,5.25,18.24,1.51,13.34,1.68,0,82.97,0.5,9533.0,71.0,2.2418692769182194,301.01041995579413
54303,26142,35.5,23.97,63.54,12.49,46.65,53.35,74.57,5.87,3.47,3.22,0,5.03,7.44,24818.0,43177.0,20.29,18.64,82.5,8.37,1.24,0.42,2.7,0.39,3.72,11726.0,2.19,38.41,61.59,12538.0,93.52,6.48,44.76,55.24,122000.0,17.57,82.43,12.15,33.6,37.56,12.34,4.36,6.74,7.21,36.97,13.86,0,41.96,0,8467.0,69.0,2.639430801009869,323.8849361181241
54304,27524,38.4,20.61,61.9,17.49,49.39,50.61,77.15,2.9,4.07,4.17,0,5.27,6.39,27554.0,51277.0,13.48,16.88,82.83,7.72,0.84,0.32,1.84,0.04,5.42,12287.0,2.22,43.17,56.83,12966.0,94.76,5.24,61.25,38.75,139100.0,14.96,85.04,7.81,33.29,33.95,19.23,5.72,4.21,3.37,47.84,5.96,0,39.81,3.02,8775.0,80.0,2.906554279901177,318.81267257666036
54311,35754,37.0,22.61,61.88,15.51,48.53,51.47,80.69,1.84,0.65,4.44,0,2.47,9.74,35941.0,67507.0,6.23,18.55,82.63,7.26,0.81,0.1,1.96,0.17,6.22,13807.0,2.41,52.3,47.7,14283.0,96.67,3.33,66.39,33.61,208000.0,15.94,84.06,5.89,29.11,31.09,24.73,9.18,5.77,12.32,29.53,3.78,0,53.1,1.26,10822.0,55.0,1.5382894221625554,302.6794204844213
54313,40083,42.3,24.38,59.2,16.42,48.54,51.46,91.35,0.77,1.46,1.32,0,2.16,2.89,43097.0,93288.0,3.0,20.01,86.84,5.37,0.15,0.03,0.24,0.05,6.79,15602.0,2.56,65.14,34.86,15869.0,98.32,1.68,83.02,16.98,231000.0,9.73,90.27,1.72,27.5,31.93,26.14,12.71,2.18,26.77,38.56,0.69,1.03,17.39,15.56,12680.0,69.0,1.721428036823591,316.343587056857
54401,30625,39.9,22.52,59.3,18.18,48.82,51.18,81.72,0.47,0.23,10.75,0,3.48,3.32,33982.0,53378.0,9.99,16.32,79.8,9.1,0.6,0.36,1.96,0.03,6.84,13432.0,2.26,54.04,45.96,14209.0,94.53,5.47,63.0,37.0,149000.0,12.34,87.66,8.78,29.97,29.82,21.65,9.79,6.4,8.27,68.37,0.46,0,20.05,2.86,9124.0,116.0,3.787755102040816,297.9265306122449
54209,1397,62.1,9.59,48.53,41.88,51.11,48.89,98.28,0,0.07,0,0,0.72,0.93,51080.0,70000.0,8.48,19.61,76.43,5.05,0.17,0,6.9,0.17,11.28,680.0,2.01,73.91,26.09,2179.0,31.21,68.79,87.94,12.06,335200.0,10.01,89.99,2.17,24.21,29.22,27.3,17.11,2.36,93.94,0,0,0,0,6.06,265.0,1.0,0.7158196134574087,189.6921975662133
54213,1267,45.2,21.86,60.3,17.84,51.54,48.46,97.79,0,0,0,0,1.1,1.1,29523.0,62917.0,10.96,24.11,80.43,9.93,0,0,2.7,1.7,5.25,561.0,2.26,61.49,38.51,634.0,88.49,11.51,89.66,10.34,147500.0,5.4,94.6,3.34,37.24,36.01,17.06,6.35,0.87,27.27,0,0,0,72.73,0,363.0,1.0,0.7892659826361483,286.5035516969219
54208,6487,39.3,24.48,60.91,14.61,51.98,48.02,95.67,0,0.26,0.86,0,1.5,1.71,35135.0,77653.0,6.14,22.32,84.97,5.99,0.35,0,1.8,0.78,6.12,2366.0,2.74,58.89,41.11,2472.0,95.71,4.29,84.83,15.17,198800.0,7.71,92.29,4.52,39.13,31.54,18.87,5.94,0.8,61.54,38.46,0,0,0,0,1760.0,11.0,1.6956990904886697,271.3118544781871
54211,227,68.2,7.05,35.68,57.27,44.93,55.07,96.48,0,0,0,0,3.52,0,50485.0,84000.0,3.08,9.15,68.87,2.83,0.94,0,16.04,0,11.32,126.0,1.8,69.41,30.59,662.0,19.03,80.97,94.44,5.56,384300.0,2.2,97.8,1.9,3.32,28.44,40.76,25.59,0,0,0,0,0,0,0,42.0,3.0,13.215859030837004,185.02202643171805
54212,910,63.1,13.08,43.74,43.19,47.91,52.09,90.0,0.33,0,0,0,0.11,9.56,51769.0,72917.0,4.73,19.92,67.79,2.16,0,4.57,9.62,3.61,12.26,430.0,2.11,70.9,29.1,1520.0,28.29,71.71,89.07,10.93,347900.0,5.6,94.4,6.15,11.26,26.18,29.71,26.7,7.69,37.14,0,0,0,62.86,0,208.0,3.0,3.2967032967032965,228.57142857142856
54210,661,62.6,8.47,43.27,48.26,44.02,55.98,93.65,0,0,0.61,0,3.93,1.21,44718.0,70238.0,3.55,12.26,75.44,14.23,0,0,1.78,0.61,7.12,350.0,1.85,70.89,29.11,1237.0,28.29,71.71,85.14,14.86,288300.0,11.95,88.05,3.44,16.87,18.42,35.8,25.47,8.62,54.39,38.6,0,0,7.02,0,153.0,1.0,1.5128593040847202,231.4674735249622
54214,291,51.6,10.65,61.86,27.49,47.08,52.92,98.63,0,0,0,0,1.37,0,33944.0,62813.0,10.84,21.05,89.78,2.92,0,0,0,1.46,5.84,152.0,1.91,52.94,47.06,169.0,89.94,10.06,61.18,38.82,139200.0,11.19,88.81,5.04,42.86,40.34,7.56,4.2,0,0,0,0,0,0,0,109.0,0.0,0.0,374.5704467353952
54217,7393,40.0,25.56,56.78,17.65,50.83,49.17,93.83,1.08,0.49,0.23,0,0.89,3.44,33751.0,73990.0,4.71,24.37,79.92,8.56,0.13,0,2.95,0.04,8.27,2890.0,2.55,64.84,35.16,3264.0,88.54,11.46,82.35,17.65,210400.0,5.39,94.61,4.45,35.25,33.95,18.31,8.05,1.6,24.58,17.8,0,3.39,51.69,2.54,2288.0,16.0,2.164209387258217,309.48194237792507
54427,1298,39.6,24.81,59.48,15.72,49.92,50.08,84.44,0.23,0.54,0.23,0,0.69,13.87,28198.0,59250.0,4.86,23.72,71.76,19.78,0,0,1.09,0,7.37,537.0,2.42,55.79,44.21,609.0,88.18,11.82,78.21,21.79,147600.0,15.74,84.26,15.43,36.85,30.74,14.1,2.89,13.41,6.9,1.72,0,0,91.38,0,269.0,1.0,0.7704160246533128,207.24191063174112
54428,941,56.9,13.28,51.43,35.28,44.85,55.15,97.87,0,0.43,1.17,0,0,0.53,28811.0,45833.0,15.83,26.18,82.6,4.13,0,0,1.77,2.65,8.85,466.0,2.02,55.11,44.89,1376.0,33.87,66.13,81.12,18.88,155200.0,6.3,93.7,6.04,46.59,28.22,10.89,8.27,1.38,15.38,84.62,0,0,0,0,262.0,3.0,3.188097768331562,278.4272051009564
54430,153,45.3,13.07,75.16,11.76,47.71,52.29,90.85,0,0,0,0,4.58,4.58,28648.0,53125.0,16.99,29.88,65.96,13.83,0,0,6.38,0,13.83,59.0,2.59,53.74,46.26,87.0,67.82,32.18,88.14,11.86,115000.0,22.88,77.12,1.72,47.41,35.34,11.21,4.31,4.58,85.71,0,0,0,14.29,0,35.0,0.0,0.0,228.7581699346405
54433,1888,42.7,25.69,52.12,22.19,53.5,46.5,98.62,0,0.05,0,0,0.95,0.37,27329.0,51467.0,10.63,33.33,73.81,10.16,0.34,0,3.72,1.81,10.16,759.0,2.46,59.08,40.92,1020.0,74.41,25.59,83.27,16.73,155900.0,11.27,88.73,10.68,42.34,30.32,12.02,4.63,0.37,28.57,0,0,0,14.29,57.14,332.0,9.0,4.766949152542373,175.84745762711864
54435,1959,47.6,22.66,56.3,21.03,52.37,47.63,92.09,1.17,1.33,0.2,0,2.25,2.96,29726.0,60603.0,7.0,33.21,82.03,9.91,0.81,0,0.69,0,6.57,822.0,2.37,58.67,41.33,1699.0,48.38,51.62,90.15,9.85,149400.0,7.11,92.89,10.25,37.16,38.74,10.32,3.54,0.2,0,100.0,0,0,0,0,399.0,10.0,5.104645227156713,203.6753445635528
54436,2320,37.8,29.96,54.66,15.39,53.88,46.12,97.07,0.22,0.34,0.26,0,0.56,1.55,23351.0,55606.0,16.25,24.63,61.85,8.96,0,1.79,2.89,2.99,21.51,836.0,2.77,59.74,40.26,1034.0,80.85,19.15,82.3,17.7,122400.0,8.21,91.79,19.77,44.43,24.51,9.06,2.23,1.03,25.0,16.67,0,0,37.5,20.83,379.0,4.0,1.7241379310344827,163.36206896551724
54437,2988,34.1,31.73,54.48,13.79,52.44,47.56,97.02,0,0.3,0,0,1.34,1.34,25992.0,53404.0,7.76,26.11,66.3,9.3,0,2.05,5.35,1.68,15.31,1137.0,2.62,55.66,44.34,1320.0,86.14,13.86,77.22,22.78,128800.0,12.16,87.84,18.62,38.83,30.67,8.0,3.89,0.94,10.71,39.29,0,0,50.0,0,559.0,5.0,1.6733601070950468,187.08165997322624
54440,2844,42.9,21.34,60.2,18.46,50.14,49.86,94.83,0.14,0,1.16,0,0.25,3.52,31437.0,68984.0,8.4,28.03,85.5,8.66,0.13,0.26,0.46,0.11,4.33,1153.0,2.46,65.08,34.92,1312.0,87.88,12.12,87.86,12.14,162300.0,6.23,93.77,10.96,48.62,25.96,10.67,3.79,2.81,15.0,30.0,0,5.0,50.0,0,806.0,13.0,4.571026722925457,283.4036568213784
54441,1016,36.4,32.68,52.76,14.57,53.74,46.26,97.05,0.1,0.2,0.3,0,2.17,0.2,33367.0,79375.0,2.17,16.17,85.93,6.65,0,0,4.94,0.95,1.52,371.0,2.74,70.71,29.29,371.0,100.0,0,91.91,8.09,184100.0,6.1,93.9,6.94,22.69,39.04,21.45,9.88,0.79,37.5,37.5,0,0,25.0,0,241.0,3.0,2.952755905511811,237.2047244094488
54442,1287,46.4,21.6,53.77,24.63,60.76,39.24,79.95,8.39,0.23,0.39,0,3.03,5.36,28070.0,61719.0,6.06,22.79,81.08,5.98,0.4,0,0.4,2.64,11.75,465.0,2.34,55.08,44.92,707.0,65.77,34.23,86.67,13.33,169400.0,25.64,74.36,2.28,41.51,40.36,10.03,5.82,0.93,25.0,41.67,8.33,0,25.0,0,234.0,3.0,2.331002331002331,181.8181818181818
54443,2156,45.5,23.84,56.03,20.13,52.37,47.63,94.25,0.37,0,1.62,0,0.97,2.78,34021.0,73182.0,6.69,25.37,84.64,5.02,0,0,0.68,1.45,8.21,836.0,2.58,65.1,34.9,1035.0,80.77,19.23,87.68,12.32,205100.0,12.75,87.25,6.59,39.55,29.66,17.8,6.39,2.78,28.33,46.67,0,0,25.0,0,552.0,3.0,1.391465677179963,256.0296846011132
54446,3080,33.7,32.5,54.45,13.05,49.03,50.97,95.23,0.06,0.13,0,0,1.62,2.95,26630.0,60313.0,10.39,22.82,79.52,6.78,0,0.55,2.21,0.9,10.03,1110.0,2.77,64.88,35.12,1189.0,93.36,6.64,78.56,21.44,130100.0,11.04,88.96,11.55,46.08,28.81,10.24,3.32,1.85,21.05,0,0,0,75.44,3.51,609.0,4.0,1.2987012987012987,197.72727272727272
54447,431,46.5,18.79,60.79,20.42,51.74,48.26,96.52,0,0,0,0,0,3.48,23966.0,40536.0,12.99,33.69,78.11,14.43,0,0,1.49,1.0,4.98,219.0,1.97,58.22,41.78,295.0,74.24,25.76,75.8,24.2,106300.0,15.44,84.56,24.18,53.92,13.73,5.56,2.61,1.16,100.0,0,0,0,0,0,76.0,0.0,0.0,176.33410672853827
54448,4384,46.0,22.83,59.26,17.91,49.34,50.66,94.3,0.11,0,1.44,0,1.37,2.78,34652.0,78634.0,2.28,18.35,82.3,7.29,0,0,3.46,0.42,6.54,1711.0,2.56,65.48,34.52,1813.0,94.37,5.63,85.39,14.61,189100.0,4.94,95.06,6.66,39.13,32.08,16.51,5.61,2.28,9.0,48.0,0,0,43.0,0,1268.0,18.0,4.105839416058394,289.2335766423358
54527,817,57.0,13.1,62.42,24.48,48.1,51.9,96.08,0.12,1.47,0,0,1.22,1.1,29147.0,45294.0,7.34,26.93,77.19,11.94,0,0,7.96,0,2.92,436.0,1.87,51.28,48.72,983.0,44.35,55.65,86.93,13.07,94800.0,6.76,93.24,9.86,37.48,37.03,10.93,4.7,0.24,50.0,0,0,0,50.0,0,211.0,4.0,4.8959608323133414,258.2619339045288
54529,1154,53.8,21.14,46.19,32.67,52.6,47.4,95.41,0.26,0.17,2.25,0,0.69,1.21,27831.0,57708.0,11.79,28.96,90.1,5.07,0,0,0.48,0.48,3.86,478.0,2.4,70.66,29.34,1332.0,35.89,64.11,93.72,6.28,209200.0,18.76,81.24,7.52,31.55,42.48,12.98,5.47,3.21,24.32,70.27,0,0,0,5.41,236.0,2.0,1.7331022530329288,204.5060658578856
54530,726,52.5,13.64,60.74,25.62,60.47,39.53,92.98,3.44,0.69,0.41,0,1.79,0.69,22405.0,40268.0,12.7,20.68,81.2,4.51,1.5,0.38,6.77,0,5.64,317.0,2.0,47.91,52.09,622.0,50.96,49.04,88.96,11.04,83300.0,17.68,82.32,11.74,51.07,31.24,3.97,1.98,0.55,100.0,0,0,0,0,0,203.0,2.0,2.7548209366391188,279.6143250688705
54531,1294,57.4,17.31,49.92,32.77,52.4,47.6,97.14,0,0.93,0.85,0,0.62,0.46,33785.0,51458.0,5.58,22.52,81.12,8.67,0.58,0,2.5,0.96,6.17,555.0,2.33,73.2,26.8,1710.0,32.46,67.54,94.95,5.05,236000.0,3.8,96.2,4.63,30.61,31.59,22.74,10.43,1.55,30.0,55.0,15.0,0,0,0,311.0,5.0,3.8639876352395675,240.3400309119011
54534,2333,51.7,15.82,57.31,26.88,50.79,49.21,97.81,0.21,0.39,0.9,0,0.51,0.17,27840.0,39205.0,14.54,22.59,79.66,9.47,0.47,0,5.53,0.37,4.5,1147.0,1.95,48.09,51.91,1847.0,62.1,37.9,72.45,27.55,83400.0,12.05,87.95,5.61,34.34,40.89,13.54,5.61,0.99,47.83,47.83,4.35,0,0,0,631.0,38.0,16.288041148735534,270.4672096013716
54536,157,47.2,14.65,68.79,16.56,51.59,48.41,91.08,0,0,0,0,8.92,0,25064.0,45179.0,19.75,21.01,82.05,6.41,0,0,1.28,5.13,5.13,89.0,1.76,40.15,59.85,184.0,48.37,51.63,84.27,15.73,41900.0,28.03,71.97,0.89,49.11,35.71,13.39,0.89,0,0,0,0,0,0,0,27.0,0.0,0.0,171.9745222929936
54537,512,47.0,27.54,50.98,21.48,51.95,48.05,97.85,0,0.39,0.39,0,1.37,0,20743.0,43889.0,10.59,25.41,72.35,11.06,0,0,5.99,0,10.6,208.0,2.46,62.29,37.71,405.0,51.36,48.64,93.27,6.73,110500.0,7.63,92.37,7.1,43.18,38.92,8.52,2.27,0.39,0,100.0,0,0,0,0,116.0,0.0,0.0,226.5625
54449,26324,45.4,19.53,57.04,23.43,48.54,51.46,88.19,0.77,0.13,2.85,0,1.22,2.67,37214.0,57777.0,8.58,15.48,79.98,10.49,0.05,0.75,3.84,4.17,3.94,11701.0,2.22,57.2,42.8,12377.0,94.54,5.46,67.56,32.44,158600.0,12.99,87.01,5.78,35.96,28.72,17.51,12.03,3.54,20.06,55.47,4.61,0,13.09,6.76,7340.0,80.0,3.03905181583346,278.83300410271994
54450,406,37.6,27.83,58.87,13.3,52.71,47.29,78.57,0,0,0,0,0.74,20.69,28301.0,55125.0,17.24,34.6,74.4,13.1,0,0,7.14,2.38,2.98,141.0,2.88,62.87,37.13,191.0,73.82,26.18,79.43,20.57,68800.0,6.94,93.06,15.38,61.54,19.58,3.15,0.35,8.37,5.88,0,0,0,94.12,0,90.0,2.0,4.926108374384237,221.67487684729065
54451,11261,45.2,22.03,58.28,19.69,49.69,50.31,96.31,0.04,0.29,0.34,0,1.32,1.7,29386.0,53583.0,8.0,19.97,75.12,9.62,0.18,0.07,3.29,2.19,9.53,4910.0,2.27,60.33,39.67,5712.0,85.96,14.04,74.4,25.6,151000.0,11.1,88.9,10.93,40.4,30.84,11.11,6.72,1.33,19.33,17.33,0,0,54.67,8.67,2894.0,39.0,3.463280348104076,256.99316224136396
54452,18649,46.6,18.68,61.63,19.69,50.31,49.69,96.56,0.24,0.08,0.38,0,1.44,1.31,32698.0,60213.0,9.6,22.58,82.61,6.74,0.45,0,2.16,0.96,7.09,8608.0,2.13,55.29,44.71,9710.0,88.65,11.35,75.63,24.37,131000.0,11.78,88.22,8.37,39.33,34.12,12.07,6.11,1.07,35.0,20.5,0.5,0,31.0,13.0,4779.0,70.0,3.753552469301303,256.2603892970132
54454,1395,44.3,20.0,61.15,18.85,51.97,48.03,97.42,0.14,0.29,0,0,0.72,1.43,30760.0,56917.0,8.03,29.33,80.37,10.81,0,0,3.41,0.57,4.84,559.0,2.5,57.36,42.64,593.0,94.27,5.73,88.73,11.27,153900.0,4.78,95.22,6.98,49.95,30.84,10.11,2.12,1.36,68.42,0,5.26,0,26.32,0,310.0,2.0,1.4336917562724014,222.2222222222222
54455,18105,40.8,22.44,61.88,15.69,49.51,50.49,92.67,0.44,0.05,2.14,0.19,2.95,1.56,36769.0,80040.0,5.06,23.24,87.15,5.73,0.03,0.05,0.73,0.43,5.87,7227.0,2.5,65.94,34.06,7621.0,94.83,5.17,82.79,17.21,181400.0,11.6,88.4,4.86,33.76,33.61,19.66,8.11,1.45,24.43,43.51,0,0,16.03,16.03,5520.0,57.0,3.148301574150787,304.88815244407624
54456,5644,46.5,20.96,56.89,22.15,48.71,51.29,95.48,0.27,0.25,0.5,0,1.65,1.84,27584.0,53424.0,9.39,23.62,82.27,7.94,0.04,0,2.89,0.02,5.45,2493.0,2.21,54.29,45.71,3085.0,80.81,19.19,78.3,21.7,123800.0,10.96,89.04,10.18,40.34,34.55,10.2,4.73,1.42,10.0,30.0,0,0,56.25,3.75,1395.0,21.0,3.7207654145995748,247.16513111268603
