Zipcode,Population,Median age,Under 18(%),18 to 64(%),65 and over(%),Male(%),Female(%),White(%),Black(%),Native(%),Asian(%),Islander(%),Two plus(%),Hispanic(%),Per capita income (USD),Median household income (USD),Below poverty line(%),Mean travel time to work (Minutes),Drove Alone (%),Carpooled (%),Public Transit (%),Bicycle (%),Walked (%),Other (%),Worked at home (%),Number of households,Persons per household,Married (%),Single (%),Number of housing units,Occupied housing (%),Vacant housing (%),Owner Occupied (%),Renter Occupied (%),Median housing value,Moved Since Prev Year(%),Same House Prev Year(%),No Degree(%),High School(%),Some College(%),Bachelor's(%),Post-grad(%),Foriegn Born Population(%),Europe(%),Asia(%),Africa(%),Oceania(%),Latin America(%),North America(%),Death Counts,Death Counts(Per 1000),Case Counts,Case Counts(Per 1000)
27011,4885,45.5,17.18,61.86,20.96,48.35,51.65,88.13,7.1,0,0.18,0,0.18,4.4,29116,44301,13.92,29.28,88.19,3.72,0.09,0.7,1.57,0,5.73,2279,2.14,48.24,51.76,2569,88.71,11.29,72.01,27.99,127500,6.59,93.41,14.36,31.46,39.5,13.28,1.41,1.94,0,9.47,0,0,90.53,0,5,1.023541453,451,92.3234391
27009,3341,43.3,27.57,55.67,16.76,48.88,51.12,90.54,4.43,0.27,0,0,1.08,3.68,31100,78026,13.42,32.23,85.51,8.98,0,0,0.75,0,4.76,1162,2.88,66.68,33.32,1288,90.22,9.78,93.55,6.45,161800,10.06,89.94,9.64,38.18,31.84,16.47,3.87,2.01,0,0,100,0,0,0,1,0.299311583,225,67.34510626
27007,2507,39.5,17.55,66.69,15.76,53.77,46.23,78.46,0.32,0,0,0,1.16,20.06,30315,79219,4.34,45.47,79.32,17.69,0.35,0,0,0.97,1.67,851,2.93,64.5,35.5,1014,83.93,16.07,88.84,11.16,148600,14.16,85.84,19.99,25.44,38.29,8.12,8.17,14.36,3.89,2.5,0,0,93.61,0,0,0,169,67.4112485
28906,19665,55.2,14.42,53.9,31.68,50.07,49.93,90.76,1.23,1.16,0.81,0,2.04,3.84,25238,40962,17.14,28.97,75.16,8.31,0.33,0,3.1,0.15,10.62,8837,2.19,62.38,37.62,13269,66.6,33.4,81.53,18.47,172200,12.66,87.34,10.11,33.31,34.36,13.75,8.46,3.11,32.52,28.43,0,1.47,22.71,14.87,11,0.559369438,1226,62.34426646
28904,9523,54.3,15.91,51.84,32.25,46.3,53.7,93.69,1.62,0.61,0.01,0,0.3,3.77,34859,46667,13.28,23.55,77.85,11.36,0,0,3.4,4.06,3.34,4580,2.07,62.5,37.5,6374,71.85,28.15,71.57,28.43,209800,8.35,91.65,12.75,26.86,32.66,18.57,9.16,3.5,19.82,0.3,0,0,69.07,10.81,5,0.525044629,500,52.50446288
28901,5151,47.9,19.69,50.59,29.72,45.1,54.9,89.42,2.29,3.34,0,0,0.74,3.84,22067,40083,16.36,20.14,84.42,8.6,0,0,1.68,0.37,5.09,2330,2.16,57.95,42.05,3246,71.78,28.22,79.06,20.94,130600,13.16,86.84,13.58,35.4,26.21,13.93,10.88,2.1,0,0,0,0,100,0,5,0.970685304,393,76.29586488
28806,42901,36.4,20.24,66.55,13.21,49.92,50.08,79.65,7.28,0.78,1.38,0.65,1.12,9.09,30395,48111,15.03,19.57,75.4,8.96,1.1,0.9,1.43,0.05,11.76,17280,2.45,44.3,55.7,20043,86.21,13.79,56.55,43.45,222300,13.34,86.66,9.84,25.17,25.73,25,14.26,7.2,25.43,7.84,2.88,0.39,61.61,1.85,50,1.165473998,2339,54.52087364
28792,34670,43.7,21.48,54.75,23.77,47.41,52.59,74.87,5.22,0.14,1.1,0,2.09,16.53,27551,50137,15.61,22.03,81.93,9.57,0.17,0,0.96,0.07,5.27,14801,2.31,53.47,46.53,17435,84.89,15.11,63.89,36.11,189700,11.54,88.46,12.38,28.83,34.29,15.42,9.07,9.28,9.38,9.47,0.06,0,79.62,1.46,61,1.759446207,2623,75.65618691
28791,14978,50.1,16.16,56.82,27.02,48.7,51.3,84,1.78,0.11,2.15,0,0.34,11.62,37255,63827,7.86,20.23,82.91,9.6,0.39,0.38,0.57,0.01,6.13,6646,2.22,60.71,39.29,7502,88.59,11.41,75.79,24.21,247000,15.05,84.95,7.45,22.68,32.69,22.45,14.73,8.44,11.87,19.15,0,0,65.98,3.01,22,1.468820937,1017,67.89958606
28790,3581,48.5,15.3,65.79,18.91,50.24,49.76,93.69,0.34,0,2.9,0,0.56,2.51,36718,83026,4.7,22.75,83.1,7.05,0,0,1.34,0.29,8.22,1447,2.46,60.91,39.09,1904,76,24,87.35,12.65,304700,6.89,93.11,4.52,33.73,35.9,16,9.84,3.13,25.89,44.64,0,0,9.82,19.64,1,0.279251606,230,64.22786931
28787,21083,47.1,19.58,57.34,23.08,48.07,51.93,89.47,1.35,0.07,0.13,0.04,2.63,6.3,31564,59446,9.72,24.67,77.11,6.98,0,0,0.34,1.71,13.85,8448,2.48,60.01,39.99,9818,86.05,13.95,77.15,22.85,252100,8.72,91.28,7.84,20.74,32.92,23.29,15.2,5.81,8.73,4.49,0,2.61,77.88,6.29,14,0.664042119,1174,55.68467486
28782,6894,58.7,10.34,52.41,37.25,46.92,53.08,92.3,4.79,0,0.16,0,0.75,1.28,36818,54949,8.63,23.75,76.72,9.03,0,0,2.49,0.73,11.35,3384,2.01,61.51,38.49,4079,82.96,17.04,76.77,23.23,243300,15.3,84.7,5.98,20.63,32.48,24.44,16.48,2.49,66.28,10.47,1.16,0,15.7,6.4,7,1.015375689,329,47.72265738
28779,19292,44.4,19,58.75,22.25,48.47,51.53,90.65,0.72,1.68,0.25,0,3.52,3.1,29017,50649,12,20.72,82.96,8.5,0.3,0.06,1.15,0.07,5.31,8292,2.31,52.09,47.91,10115,81.98,18.02,67.79,32.21,202400,13.79,86.21,10.16,28.52,32.63,14.09,14.6,2.79,11.34,17.84,2.42,2.23,66.17,0,13,0.673854447,1114,57.74414265
28778,10931,42,13.74,69.07,17.19,44.65,55.35,85.54,3.28,0.43,0.29,0.19,1.02,9.26,23424,47895,14.07,15.64,85.5,3.44,0,0,4.39,0.67,6,3851,2.56,40.08,59.92,4500,85.58,14.42,73.77,26.23,169500,8.52,91.48,15.19,39.84,20.06,16.79,8.11,3.41,5.09,8.58,7.77,0,78.55,0,6,0.548897631,549,50.2241332
28773,3166,55.6,16.05,54.49,29.47,48.8,51.2,93.94,1.45,0.28,0.22,0,1.14,2.97,30354,58750,13.06,27.1,72.26,10.87,0,0,1.75,0.46,14.67,1269,2.43,58.81,41.19,2344,54.14,45.86,85.11,14.89,253400,14.56,85.44,5.5,27.31,29.35,27.75,10.09,2.24,9.86,9.86,0,0,59.15,21.13,5,1.579279848,191,60.32849021
28771,8113,46.4,20.18,56.07,23.75,47.01,52.99,85.71,0.2,9.33,0,0.01,0.83,3.92,22783,41301,14.65,23.88,86.1,7.93,0.03,0,0.83,1.03,4.08,3358,2.38,59,41,5521,60.82,39.18,83.26,16.74,115400,7.13,92.87,18.47,34.17,33.87,8.88,4.6,2.37,9.9,0,0,0.52,89.58,0,12,1.479107605,501,61.75274251
28766,1140,49.4,20.35,56.4,23.25,53.33,46.67,90,9.91,0,0,0,0.09,0,27226,68798,13.25,25.89,74,11.64,0,0,1.09,0,13.27,433,2.62,58.29,41.71,473,91.54,8.46,84.53,15.47,194400,13.64,86.36,5.96,37.92,38.83,12.71,4.58,3.77,76.74,0,0,0,0,23.26,0,0,85,74.56140351
28762,7018,48.2,16.07,60.4,23.53,52.25,47.75,94.27,0.6,0.43,0,0,0.7,4,26556,42648,15.32,24.89,83.97,8.45,0,0,1.55,0,6.03,2973,2.34,53.82,46.18,3486,85.28,14.72,73.09,26.91,121200,12.07,87.93,13.52,35.68,34.22,13.32,3.26,2.38,5.39,0,0,0,73.65,20.96,3,0.427472214,551,78.51239669
28759,7671,46.5,20.1,55.53,24.36,52.41,47.59,87.76,3.48,2.76,2.33,0,0.89,2.24,36589,65978,7.42,22.72,75.79,12.55,0.64,0.21,1.74,0.53,8.49,3236,2.37,58.23,41.77,3449,93.82,6.18,79.64,20.36,280900,14.86,85.14,5.91,24.12,30.15,25.66,14.17,5.97,31,39.08,0,0,21.4,8.52,6,0.782166601,440,57.35888411
28756,3975,47.4,23.22,55.77,21.01,45.23,54.77,82.11,4.7,0,3.07,0,0.18,6.64,31330,49706,6.21,37.26,87.14,5.54,0,0,0,3.3,4.26,1642,2.4,57.53,42.47,2327,70.56,29.44,83.13,16.87,176900,14.56,85.44,8.26,35.04,40.18,9.07,7.45,6.34,10.71,48.41,0,0,40.87,0,1,0.251572327,240,60.37735849
28754,10720,39.7,16.72,62.32,20.96,51.91,48.09,90.43,2.34,0.67,0.9,0,0.91,4.75,28908,45351,15.19,26.17,80.36,5.28,0,0,2.99,0.34,11.02,3935,2.5,47.56,52.44,4959,79.35,20.65,73.19,26.81,227300,10.66,89.34,10.09,31.51,23.49,19.96,14.95,2.79,41.14,11.71,0,0,28.09,19.06,18,1.679104478,495,46.17537313
28751,3812,58.8,12.62,49.9,37.49,49.34,50.66,92.76,0.76,0.24,0.29,0,0.34,5.61,30744,51017,6.35,27.56,77.03,10.04,0,0.82,3.64,0.52,7.96,1822,2.09,58.97,41.03,4118,44.24,55.76,86.17,13.83,202800,10.2,89.8,5.59,29.69,30.54,20.15,14.02,3.17,13.22,9.09,0,0,75.21,2.48,4,1.049317943,215,56.40083945
28746,2575,59.3,16.54,47.61,35.84,44.74,55.26,91.53,5.13,0.04,0.43,0.47,2.25,0.16,40403,55875,18.05,29.63,60.15,8.97,0,0,2.99,3.49,24.41,1187,2.17,63.85,36.15,3288,36.1,63.9,82.65,17.35,334800,13.32,86.68,4.74,14.76,34.64,29.12,16.74,2.91,72,25.33,0,0,2.67,0,4,1.553398058,151,58.6407767
28742,3159,45.1,16.97,63.5,19.53,47.89,52.11,97.78,0.98,0.03,0,0,0.25,0.95,32065,67727,11.02,22.82,76.13,11.51,0,0,0,0.42,11.94,1186,2.65,65.09,34.91,1216,97.53,2.47,85.92,14.08,204400,12.67,87.33,13.05,24.92,36.8,13.14,12.09,1.42,100,0,0,0,0,0,3,0.949667616,153,48.43304843
28741,3714,61.7,9.83,47.58,42.6,49.84,50.16,94.21,0.83,0,0.43,0,0,4.52,57253,57636,10.99,16.11,74.36,5.23,0,0.69,8.85,0.77,10.08,2025,1.79,60.12,39.88,5679,35.66,64.34,65.68,34.32,482000,19.97,80.03,8.64,16.26,28.83,25.12,21.15,4.52,16.67,9.52,17.86,0.6,46.43,8.93,2,0.538502962,213,57.35056543
28740,851,62,8.7,49.82,41.48,40.54,59.46,94.48,0,0.12,0.24,0,0.24,4.94,22320,34408,17.16,42.39,84.85,13.85,0,0,0,0,1.3,414,2.06,54.31,45.69,776,53.35,46.65,86.96,13.04,160600,5.81,94.19,20.87,36.06,22.32,16.78,3.96,5.17,0,4.55,0,0,95.45,0,0,0,129,151.586369
28736,718,53.5,13.23,56.96,29.81,51.39,48.61,79.94,0,0,0,0,5.85,14.21,49229,43939,10.44,13.62,42.65,38.33,0,0,1.44,0,17.58,318,2.26,53.08,46.92,1225,25.96,74.04,85.22,14.78,331600,15.04,84.96,4.3,29.64,32.78,11.09,22.19,18.11,21.54,0,0,0,78.46,0,0,0,41,57.10306407
28734,28315,48.4,19.24,54.47,26.29,47.97,52.03,88.29,1.5,0.79,1.11,0,0.78,7.48,24902,43211,17.29,22.14,84.97,6.92,0.19,0,1.78,0.05,3.34,12606,2.23,55.89,44.11,17564,71.77,28.23,74.61,25.39,154600,13.96,86.04,10.91,34.65,33.75,14.46,6.24,4.93,7.03,22.8,3.94,0,66.24,0,7,0.247218789,1780,62.86420625
28733,34,40.5,23.53,76.47,0,41.18,58.82,79.41,0,20.59,0,0,0,0,33885,65625,0,0,57.89,42.11,0,0,0,0,0,19,1.79,50,50,229,8.3,91.7,0,100,0,38.24,61.76,0,80.77,19.23,0,0,0,0,0,0,0,0,0,0,0,10,294.1176471
28732,18575,43.4,19.67,60.56,19.77,47.89,52.11,86.47,4.76,0.24,1.86,0,1.55,4.53,35148,67327,5.89,19.83,81.88,6.56,0.18,0,2.67,0.59,8.43,7442,2.47,60.84,39.16,8212,90.62,9.38,84.01,15.99,246900,6.22,93.78,5.43,24.95,32.21,26.59,10.82,5.11,22.11,37.58,5.26,0,32.63,2.42,1,0.053835801,991,53.3512786
28729,3534,59.3,16.98,43.6,39.42,56.88,43.12,89.59,0.14,0,1.81,0,0,0,36691,72356,3.51,23.88,86.93,8.52,0,0,0,8.46,4.55,1727,2.05,74.32,25.68,1918,90.04,9.96,86.22,13.78,236900,12.37,87.63,10.14,23.8,41.96,15.68,8.41,2.89,64.71,21.57,0,0,13.73,0,1,0.282965478,195,55.17826825
28723,11164,21.7,10.27,80.69,9.04,49.14,50.86,82.41,5.81,0.16,0.64,0,2.05,8.92,15565,36625,31.56,18.43,76.22,8.28,0,0,12.01,0.2,3.3,3316,2.3,19.71,80.29,4935,67.19,32.81,39.26,60.74,252800,36.72,63.28,6.37,23.45,33.01,20.07,17.11,2.25,6.77,32.27,1.59,1.2,54.18,3.98,0,0,778,69.68828377
28722,6587,48.5,17.12,53.42,29.45,47.35,52.65,83.5,3.6,1,0.2,0,0.64,10.98,30648,46957,13.05,25.04,80.06,8.71,0.26,0,0.87,0.09,8.07,2947,2.2,54.44,45.56,3531,83.46,16.54,64.81,35.19,213800,10.3,89.7,9.99,25.87,33.79,19.36,10.99,6.27,23.49,3.15,2.66,0,68.52,2.18,5,0.759070897,428,64.9764688
28721,10394,45.7,17.63,60.17,22.21,46.45,53.55,91.51,0.66,0.02,1.84,0,0.41,5.55,30141,53478,7.11,22.55,83.93,10.57,0.12,0,1.87,0.98,2.53,4599,2.25,56,44,5497,83.66,16.34,69.56,30.44,177000,11.41,88.59,9.57,32.45,33.13,17.13,7.72,2.7,11.39,49.11,0,0,39.5,0,4,0.384837406,562,54.06965557
28716,18095,44.2,20.51,57.72,21.77,49,51,93.95,0.71,0.14,0.36,0,1.84,3,28131,51233,14.72,23.84,83.81,5.99,0,0.17,6.42,1.55,2.07,7637,2.35,56.61,43.39,8996,84.89,15.11,72.76,27.24,166800,14.45,85.55,13.79,26.93,37.72,11.58,9.99,2.02,13.93,28.96,0,0,51.64,5.46,39,2.155291517,1037,57.3086488
28715,26451,43.3,20.14,59.49,20.38,48.26,51.74,88.3,1.12,0.26,0.67,0,1.8,7.84,30310,58686,10.94,22.46,80.15,9.27,0.49,0,0.45,0.49,9.15,10100,2.6,55.53,44.47,11857,85.18,14.82,73.06,26.94,220800,9.54,90.46,8.08,31.81,29.04,20.57,10.51,4.75,15.83,13.76,2.07,0,68.1,0.24,22,0.831726589,1368,51.71827152
28714,16918,47.4,19.12,55.07,25.82,49.4,50.6,92.27,0.67,0.44,0.3,0.02,1.06,5.23,25830,46019,14.35,28.56,82.2,6.62,0,0.3,1.16,3.35,6.37,6967,2.41,62.33,37.67,10335,67.41,32.59,72.15,27.85,164100,7.32,92.68,13.39,34.79,31.05,12.28,8.49,2.57,9.89,6.21,1.15,3.45,71.49,7.82,21,1.241281475,1198,70.81215274
28713,9094,46.3,20.68,57.72,21.6,46.69,53.31,82.96,0.29,6.66,0.46,0,3.12,6.51,25270,45486,16.4,21.06,83.97,6.51,0.88,0,1.56,1.54,5.53,3769,2.37,57.31,42.69,6140,61.38,38.62,75.67,24.33,165300,10.97,89.03,16.95,26.7,33.76,14.12,8.47,3.27,17.51,16.5,0,0,63.97,2.02,8,0.879700902,547,60.14954915
28704,20606,40.9,22.64,60.88,16.49,48.83,51.17,76.13,8.61,0,4.29,0,2.24,8.46,38388,67217,5.81,19.5,85.2,5.1,0.37,0,0.39,0.27,6.14,7819,2.61,51.46,48.54,9896,79.01,20.99,61.86,38.14,257700,13.78,86.22,6.2,25.3,28.01,26.91,13.58,12.21,30.27,26.1,0.75,0,42.55,0.32,15,0.727943317,1395,67.69872853
28698,2589,49.4,17.88,62.07,20.05,61.1,38.9,91.73,0,0,0,0,0.39,7.88,27277,37237,18.93,21.92,83.52,11.95,0,0,0,0,4.52,1058,2.44,42.19,57.81,1397,75.73,24.27,85.16,14.84,161600,3.8,96.2,13.85,51.66,18.35,10.23,5.92,3.36,10.34,0,0,0,89.66,0,0,0,114,44.03244496
28694,7305,51.8,17.69,57.07,25.24,46.27,53.73,89.35,1.89,0,0.78,0,1.19,6.79,28397,44473,9.82,22.39,79.21,14.31,0,0,0.3,0.93,5.25,3306,2.18,59.15,40.85,4736,69.81,30.19,79.82,20.18,151100,6.78,93.22,13.02,30.65,37.58,10.77,7.98,3.9,18.25,16.49,0,0,65.26,0,11,1.505817933,506,69.26762491
28693,1630,47.5,19.33,52.09,28.59,44.91,55.09,88.96,0,0,0,0.67,1.17,9.2,23687,38203,17.79,39.93,66.94,21.81,1.23,0,7.82,0,2.19,697,2.34,57.52,42.48,843,82.68,17.32,86.08,13.92,148600,2.21,97.79,12.02,31.01,42.16,9.58,5.23,2.7,0,0,0,0,100,0,1,0.613496933,91,55.82822086
28685,2059,47.2,18.02,60.76,21.22,50.85,49.15,90.63,0.97,0,0.53,0.83,6.31,0.73,18021,35474,29.09,33.36,91.17,3.5,0,0,3.65,0,1.67,824,2.5,51.94,48.06,972,84.77,15.23,79.85,20.15,106300,19.46,80.54,25.16,41.66,29.99,2.07,1.13,1.26,0,42.31,0,0,57.69,0,0,0,114,55.36668286
28683,1177,40.5,27.61,48.43,23.96,47.15,52.85,96.09,0,0,0,0,2.46,1.44,27172,35156,29.59,32.36,87.5,5.52,0,0,0,0,6.98,479,2.46,58.93,41.07,716,66.9,33.1,83.09,16.91,117200,7.62,92.38,14.8,46.18,20.05,13.72,5.25,0.68,100,0,0,0,0,0,1,0.849617672,116,98.55564996
28682,1311,49.7,20.75,55.53,23.72,40.43,59.57,91,3.2,0,0,0,0,5.8,42546,81935,12.43,41.45,76.6,5.42,0,0,0,0,17.99,499,2.63,77.27,22.73,634,78.71,21.29,74.35,25.65,482800,1.3,98.7,7.49,28.87,31.53,20.2,11.92,3.36,50,0,0,0,50,0,1,0.762776506,76,57.97101449
28678,5804,41.5,19.19,65.99,14.82,50.93,49.07,87.22,2.36,0,0,0,2.36,8.06,31669,62519,5.03,24.89,88,4.16,0,0,0,0.7,7.14,2096,2.77,58.55,41.45,2377,88.18,11.82,88.12,11.88,167000,8.86,91.14,12.3,42.12,26.35,13.91,5.32,4.76,0,0,0,0,100,0,1,0.172294969,379,65.29979325
28676,3456,51.3,18.2,58.48,23.32,49.16,50.84,91.87,0.98,0.46,0.81,0,0.12,5.76,38748,50665,11.55,26.36,82.02,13.94,0.34,0,0.96,0,2.73,1435,2.4,61.92,38.08,1728,83.04,16.96,85.16,14.84,152200,4.65,95.35,15.74,29.54,23.71,20.26,10.75,4.22,19.18,24.66,0,0,43.84,12.33,2,0.578703704,251,72.62731481
28673,6573,55.5,15.38,59.62,25,50.07,49.93,97.19,2.08,0,0,0,0,0.73,49336,79219,3.73,36.8,87.45,1.69,0,0,0.24,0.24,10.38,2898,2.27,67.02,32.98,3488,83.08,16.92,85.96,14.04,328200,8.62,91.38,5.06,19.18,35.22,30.74,9.79,1.96,70.54,0,0,0,15.5,13.95,5,0.760687662,473,71.96105279
28670,3284,36.5,23.84,60.32,15.83,52.65,47.35,89.56,0.64,1.98,0.55,0,0,7.28,22443,52926,11.29,25.55,78.21,10.26,0.88,0,0,0.88,9.78,1061,3.1,61.23,38.77,1157,91.7,8.3,80.21,19.79,126200,3.95,96.05,18.02,34.57,34.84,8.05,4.53,5.51,4.97,4.97,0,0,90.06,0,3,0.913520097,216,65.77344702
28669,2849,48.2,17.41,65.11,17.48,52.65,47.35,69.53,15.55,0,6.32,0,0.28,8.32,30484,52076,13.48,31.18,88.58,3.73,0.08,0,0,0,7.61,1219,2.33,57.11,42.89,1371,88.91,11.09,89.17,10.83,107900,5.23,94.77,14.65,40.38,31.32,10.85,2.79,10.07,0,50.87,0,0,49.13,0,0,0,187,65.63706564
28665,2348,48.7,18.74,58.6,22.66,46.68,53.32,97.19,0,0,0,0,2.81,0,23554,35669,25.38,25.71,71.33,13.89,0,0,1.59,0,13.19,1039,2.26,52.06,47.94,1501,69.22,30.78,85.85,14.15,132600,0,100,15.08,33.13,36.59,9.11,6.09,0,0,0,0,0,0,0,3,1.277683135,182,77.51277683
28660,2109,42.5,21.53,57.09,21.38,50.21,49.79,90.47,5.45,0,0,0,0,4.08,24294,53942,7.02,20.41,87.57,5.31,0,0,0.57,0,6.55,807,2.61,61.01,38.99,1032,78.2,21.8,88.6,11.4,145600,14.75,85.25,8.4,45.99,37.27,4.2,4.13,3.75,1.27,0,0,0,98.73,0,1,0.474158369,167,79.18444761
28657,8680,50.5,17.73,55.74,26.53,47.33,52.67,93.15,0.1,0.71,1.51,0,0.02,4.5,26153,39309,12.43,19.34,83.75,6.39,0.96,0,2.91,3.21,2.78,3987,2.15,60.4,39.6,6989,57.05,42.95,79.33,20.67,155700,5.87,94.13,11.78,28.09,34.54,17.27,8.32,4.22,2.73,46.17,0,0,49.18,1.91,13,1.497695853,709,81.68202765
28654,3116,61.2,9.24,51.64,39.12,45.31,54.69,90.24,4.85,0.87,0,0.77,0.35,2.92,29570,41950,7.91,34.62,90.33,3.95,0,0,0,0,5.72,1586,1.96,55.42,44.58,1956,81.08,18.92,85.31,14.69,148200,5.15,94.85,17.58,29.77,30.57,15.3,6.78,2.92,0,0,0,0,100,0,4,1.283697047,276,88.57509628
28651,6332,48.6,18.46,56.19,25.35,48.96,51.04,95.21,0.17,0,0,0.95,0.62,3.05,24012,39077,18.64,30.39,82.27,12.71,0,0,0.33,0.42,4.27,2776,2.28,61.36,38.64,3428,80.98,19.02,83.54,16.46,134800,5.37,94.63,20.3,31.99,32.72,12.3,2.7,1.56,9.09,21.21,0,0,69.7,0,7,1.105495894,483,76.27921668
28649,1183,52.7,12.6,61.37,26.04,47.25,52.75,100,0,0,0,0,0,0,38083,39031,13.52,41.67,52.82,47.18,0,0,0,0,0,446,2.65,79.29,20.71,633,70.46,29.54,72.65,27.35,159400,0,100,30.54,30.05,39.41,0,0,0,0,0,0,0,0,0,0,0,64,54.09974641
28643,4303,47.6,17.52,59.96,22.52,52.99,47.01,94.14,0,0.33,1.86,0.09,0.51,2.79,23547,42351,12.99,31.53,79.61,11.07,0,0,0,0.28,9.09,1634,2.63,64.79,35.21,2186,74.75,25.25,83.05,16.95,118100,6.11,93.89,15.95,38.74,33.29,9.09,2.93,2.63,0,70.8,0,0,29.2,0,2,0.464792006,174,40.43690449
28635,3612,47.1,22.54,58.64,18.83,49.58,50.42,82.59,0.53,0,0,0,0.06,16.83,21159,36736,17.05,36.03,93.76,0.69,0,0,1.99,1.03,2.54,1450,2.49,70.73,29.27,1646,88.09,11.91,90.21,9.79,101600,1.92,98.08,22.16,33.73,34.51,8.66,0.94,6.34,0,0,0,0,100,0,4,1.107419712,271,75.02768549
28634,4982,41.7,23.4,59.78,16.82,49.86,50.14,78.56,10.7,0.5,1.12,0,1,8.11,25186,55200,12.01,26.59,83.01,9.32,0,0,0.31,0.39,6.97,1864,2.67,58.96,41.04,2296,81.18,18.82,81.06,18.94,109300,8.45,91.55,15.43,36.1,31.77,14.84,1.87,4.62,0,24.35,0,0,75.65,0,3,0.602167804,383,76.87675632
28624,1497,51,16.63,60.39,22.98,55.11,44.89,99.73,0.27,0,0,0,0,0,31177,45448,12.09,40.35,59.53,24.19,0,0,0,0,16.28,705,2.12,46.22,53.78,1000,70.5,29.5,86.38,13.62,98800,5.34,94.66,15.36,17.94,50.76,8.78,7.16,0,0,0,0,0,0,0,3,2.004008016,109,72.81229125
28623,1285,50.9,22.1,45.99,31.91,50.35,49.65,86.85,0,0,0.62,0,0.86,11.67,19921,36420,21.48,25.38,76.19,9.77,0,0,8.52,0,5.51,545,2.36,70.01,29.99,923,59.05,40.95,89.54,10.46,142200,1.09,98.91,20.97,32.24,31.19,9.8,5.8,7.32,0,8.51,0,0,91.49,0,0,0,125,97.27626459
28622,2131,52.1,14.5,54.58,30.92,51.15,48.85,96.01,0.38,0,0.14,0,0,3.47,21288,36679,19.62,25.47,78.83,11.98,0,0,2,0.67,6.52,1041,2.05,59.29,40.71,1582,65.8,34.2,82.8,17.2,114100,2.57,97.43,22.98,35.32,29.53,8.13,4.04,0,0,0,0,0,0,0,0,0,181,84.93664946
28617,1526,36.7,18.15,61.73,20.12,52.88,47.12,92.33,0.59,0,0.92,0,0,6.16,20608,33244,25.1,27.23,81.44,16.53,0,0,0,0,2.03,725,2.09,57.83,42.17,1172,61.86,38.14,59.59,40.41,119300,8.59,91.41,10.07,32.18,44.59,8.02,5.13,0.98,100,0,0,0,0,0,3,1.965923984,157,102.8833552
28611,667,59.8,7.5,51.57,40.93,61.92,38.08,93.55,0,0,0,0,1.65,4.8,26691,28699,25.94,27.98,59.12,3.87,0,0,11.05,25.97,0,317,2.1,57.17,42.83,768,41.28,58.72,87.07,12.93,75000,6.75,93.25,36.93,39.38,15.69,6.54,1.47,4.8,0,0,0,0,100,0,0,0,60,89.95502249
28607,36347,24.7,10.99,75.94,13.07,49.06,50.94,90.87,2.02,0.59,1.53,0.09,0.98,3.93,25672,44736,31.9,16.85,70.48,9.24,2.39,0.33,8.19,0.41,8.97,12966,2.35,33.66,66.34,17531,73.96,26.04,50.83,49.17,272900,35.29,64.71,9.98,15.61,26.61,24.34,23.46,3.91,35.85,30.56,4.23,0,25.63,3.73,16,0.440201392,2052,56.45582854
28606,1271,50.9,7.08,60.74,32.18,58.14,41.86,90.01,6.14,0.47,0,0,0.31,3.07,23719,31607,14.18,32.06,73.26,19.27,2.26,0,2.26,0,2.95,565,2.14,61.11,38.89,691,81.77,18.23,90.27,9.73,92500,9.36,90.64,18.54,42.71,28.78,4.34,5.63,2.99,0,0,0,0,100,0,1,0.786782061,149,117.2305271
28605,3538,48.4,8,68.68,23.32,54.8,45.2,91.97,1.75,0.48,0,0.59,2.49,2.71,47395,72734,11.45,22.48,78.58,11.35,0,0,2.58,0,7.49,1673,2.09,57.81,42.19,4234,39.51,60.49,69.34,30.66,357300,14.87,85.13,5.92,16.04,27.48,26.16,24.41,4.1,42.07,0,0,0,55.86,2.07,3,0.847936687,221,62.4646693
28604,7325,41.5,15.03,60.01,24.96,47.75,52.25,90.98,1.61,0.31,0.86,0.05,1.94,4.22,33394,53018,12.5,22.58,71.45,12.3,0.2,0,4.79,0.03,9.82,3027,2.1,52.16,47.84,9319,32.48,67.52,73.41,26.59,230300,14.94,85.06,7.94,19.82,30.5,26.63,15.12,4.08,42.14,10.03,9.36,1,26.09,11.37,3,0.409556314,358,48.87372014
28594,3691,56.6,13.87,55.41,30.72,48.69,51.31,90.54,0.22,1.41,0,1.03,5.01,1.79,51915,84457,2.14,30.13,77.05,1.89,0,0.78,0.78,2.22,17.28,1708,2.16,71.04,28.96,6823,25.03,74.97,83.31,16.69,382500,19.11,80.89,2.69,18.65,30.41,26.85,21.41,0.62,21.74,21.74,0,43.48,0,13.04,3,0.812787862,237,64.21024113
28587,256,61.6,10.55,48.83,40.62,35.55,64.45,42.97,53.52,0,0,0,3.52,0,32858,32292,11.33,14.55,83.33,14.1,0,0,2.56,0,0,144,1.78,32.92,67.08,322,44.72,55.28,97.92,2.08,84200,3.91,96.09,15.04,32.74,43.81,6.19,2.21,0.39,0,0,0,100,0,0,0,0,21,82.03125
28585,3743,52.1,14.21,59.36,26.42,49.4,50.6,63.29,34.01,0.51,0.67,0,0.27,1.26,23524,35560,28.39,31.61,84.1,13.04,0.07,0,0.15,0,2.64,1639,2.26,53.65,46.35,1995,82.16,17.84,78.04,21.96,84400,9.7,90.3,18.18,39.24,31.24,8.96,2.39,0.19,0,0,0,0,100,0,3,0.801496126,217,57.97488645
