Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
03/04/2020,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0
03/05/2020,1,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,3,3,0,0,0,3,3,0,0
11/10/2021,592,2,31,164,132,119,70,39,39,15,14,0,303,284,5,88,14,142,170,52,126,0,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,1,1,2,3,4,8,7,5,0,16,15,0,4,0,14,11,1,1
09/02/2020,406,3,21,42,127,81,67,46,25,12,6,0,224,181,1,177,12,67,108,14,28,0,0,0,0,1,1,0,1,0,1,2,0,1,0,1,1,0,0,0,2,4,4,2,4,1,4,0,10,11,0,10,0,6,5,0,0
02/18/2021,315,6,36,36,98,52,50,42,25,10,2,0,163,151,1,107,9,62,91,22,24,0,0,0,0,1,0,5,0,0,4,2,0,0,0,4,2,0,0,0,2,6,4,8,7,8,1,0,20,16,0,11,0,16,7,2,0
10/01/2021,387,3,31,80,95,85,46,35,26,15,5,0,201,179,7,68,27,100,111,35,46,0,0,0,0,1,0,2,0,0,3,0,0,2,0,1,0,0,0,0,4,5,1,7,5,5,4,0,18,13,0,4,1,16,8,1,1
02/18/2022,273,4,16,43,83,65,33,20,20,8,1,0,136,136,1,42,26,36,100,7,62,0,0,0,0,0,1,1,2,0,1,3,0,0,1,0,3,0,0,1,2,2,1,2,2,5,1,0,8,8,0,3,1,8,4,0,0
11/29/2020,898,17,93,105,216,191,130,115,77,41,23,0,451,444,3,271,31,173,248,41,134,0,0,0,0,2,5,7,3,0,2,15,0,7,1,8,1,0,0,1,2,13,10,16,22,15,14,0,40,53,0,32,5,33,17,4,2
03/01/2021,312,2,26,47,81,53,45,32,34,9,11,0,156,155,1,84,16,64,95,20,33,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,4,2,4,7,3,5,0,10,16,0,7,1,8,7,3,0
12/26/2020,956,19,81,94,235,180,154,140,89,41,23,0,507,446,3,393,28,145,255,49,86,0,0,0,1,0,3,9,6,0,8,11,0,5,0,6,8,0,0,2,10,5,7,13,16,16,12,0,42,39,0,27,1,35,11,5,2
05/16/2020,514,28,102,35,106,87,93,77,59,35,22,0,278,232,4,246,13,109,65,14,67,0,0,1,3,0,6,4,14,0,8,20,0,9,1,12,6,0,0,2,12,4,13,20,18,16,17,0,51,51,0,41,4,32,17,2,6
10/13/2020,879,5,31,89,252,195,134,108,58,24,19,0,447,429,3,395,17,130,231,33,73,0,0,0,0,0,2,2,1,0,1,4,0,1,0,3,1,0,0,2,3,3,6,5,7,2,3,0,16,15,0,10,1,7,9,3,1
02/24/2022,77,1,,15,17,13,11,9,3,6,3,0,42,34,1,14,6,13,34,4,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,
05/03/2020,466,45,138,10,97,78,76,81,66,31,27,0,215,251,0,237,9,123,52,14,31,0,0,0,2,4,13,13,13,0,20,25,0,20,0,16,9,0,0,2,10,18,16,27,22,21,22,0,62,76,0,67,1,43,18,8,1
05/17/2020,326,41,97,17,53,58,37,65,44,22,30,0,158,167,1,155,6,88,33,15,29,0,0,1,1,3,14,9,13,0,16,25,0,18,2,13,7,1,0,0,3,5,11,22,26,17,13,0,45,52,0,39,3,29,17,3,6
06/25/2021,35,3,4,8,6,6,9,2,4,0,0,0,16,19,0,11,2,7,7,0,8,0,0,1,0,0,1,1,0,0,2,1,0,0,0,3,0,0,0,0,1,2,1,0,0,0,0,0,3,1,0,0,0,3,1,0,0
01/09/2021,781,17,56,97,217,142,101,106,70,34,13,1,406,375,0,280,29,144,233,21,74,0,0,0,1,1,3,3,9,0,7,10,0,4,1,6,6,0,0,0,4,3,5,5,16,11,11,1,28,28,0,17,1,22,16,0,0
01/05/2022,6900,20,258,1223,1582,1309,941,828,577,282,157,1,3750,3082,68,1646,302,1400,1532,420,1600,0,0,0,3,3,1,2,11,0,6,14,0,3,1,8,8,0,0,9,20,26,17,45,59,38,44,0,131,127,0,50,3,140,52,11,2
05/09/2020,520,53,97,33,104,100,98,90,54,28,13,0,263,256,1,281,13,103,48,14,61,0,1,0,4,6,6,11,25,0,24,29,0,26,3,15,8,1,0,1,8,11,12,19,17,18,11,0,50,47,0,45,1,31,14,3,3
02/27/2021,177,7,17,31,39,32,21,24,14,9,7,0,100,77,0,57,11,44,42,9,14,0,0,0,0,1,1,1,4,0,3,4,0,2,0,2,3,0,0,0,0,0,0,4,5,4,4,0,7,10,0,2,0,10,5,0,0
08/08/2021,273,2,30,42,77,56,39,23,15,15,6,0,146,126,1,54,8,77,78,17,39,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,2,2,8,2,4,2,7,3,0,15,15,0,9,1,17,3,0,0
03/02/2021,328,7,31,46,103,62,44,31,25,11,6,0,183,145,0,91,23,62,103,15,34,0,0,0,0,1,0,2,4,0,4,3,0,4,1,2,0,0,0,0,2,2,5,5,3,9,5,0,19,12,0,13,1,10,5,1,1
12/30/2021,8247,15,251,1750,1766,1478,1123,971,641,315,195,8,4533,3588,126,1854,304,1834,1680,440,2135,0,0,1,1,2,1,5,5,0,4,11,0,6,1,4,4,0,0,10,29,22,23,36,46,35,50,0,119,132,0,49,5,136,47,8,6
04/09/2021,771,5,60,137,221,150,112,74,52,17,8,0,413,357,1,195,26,242,209,23,76,0,0,0,1,2,0,0,2,0,1,4,0,2,1,0,2,0,0,1,5,3,13,15,12,6,5,0,32,28,0,11,1,30,14,3,1
07/19/2021,203,1,17,34,65,51,24,21,4,3,1,0,96,105,2,41,5,43,72,9,33,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,4,0,3,3,1,2,0,13,4,0,3,0,6,7,0,1
10/07/2020,548,1,26,59,163,117,85,63,34,18,9,0,269,278,1,214,11,78,174,21,50,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,3,4,3,6,4,3,0,13,13,0,8,0,9,8,0,1
01/24/2022,1526,17,83,417,301,255,176,153,121,65,37,1,780,735,11,384,95,199,426,76,346,0,0,0,0,3,4,2,8,0,5,12,0,3,0,10,3,0,1,5,9,10,9,14,17,9,10,0,42,41,0,20,4,35,21,0,3
04/21/2020,875,36,171,20,148,164,160,154,109,56,64,0,439,436,0,417,13,225,133,30,57,0,1,0,3,0,7,11,14,0,14,22,0,12,2,18,4,0,0,1,5,10,16,34,37,34,34,0,73,98,0,56,4,73,29,8,1
05/31/2021,45,2,18,4,8,10,8,4,5,2,4,0,23,22,0,11,1,18,8,4,3,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,2,1,0,3,4,3,3,2,0,12,6,0,1,0,13,3,0,1
10/25/2020,526,10,43,66,139,125,63,66,39,18,10,0,283,243,0,143,14,92,204,27,46,0,0,0,2,0,4,3,1,0,4,6,0,3,0,5,2,0,0,2,5,4,6,8,9,5,4,0,24,19,0,13,0,20,7,2,1
08/18/2021,555,3,27,75,152,122,80,59,39,20,8,0,273,279,3,118,23,135,172,24,83,0,0,0,0,1,1,0,1,0,0,3,0,0,0,2,1,0,0,1,2,4,4,2,8,3,3,0,16,11,0,4,0,14,9,0,0
06/06/2020,170,20,38,18,33,22,36,28,20,9,4,0,88,82,0,92,1,31,27,8,11,0,0,1,1,0,7,7,4,0,7,13,0,8,1,9,2,0,0,0,6,5,4,5,10,2,6,0,12,26,0,16,0,13,8,0,1
08/06/2020,349,4,21,38,113,73,52,31,22,11,9,0,180,169,0,150,7,86,79,13,14,0,0,0,0,0,2,1,1,0,3,1,0,1,1,1,1,0,0,1,6,1,1,6,2,1,3,0,11,10,0,5,0,10,5,1,0
07/23/2020,319,3,29,33,101,68,43,36,17,12,9,0,190,128,1,93,14,84,86,16,26,0,0,0,1,0,0,2,0,0,2,1,0,1,0,2,0,0,0,0,4,6,3,5,3,5,3,0,15,14,0,14,1,10,3,1,0
10/09/2021,238,4,22,51,52,53,31,26,16,7,2,0,114,122,2,46,10,59,83,16,24,0,0,0,0,0,1,2,1,0,3,1,0,0,0,4,0,0,0,1,0,4,5,3,5,2,2,0,13,9,0,4,1,10,6,0,1
12/17/2021,3457,8,122,599,1052,816,428,288,166,71,37,0,1877,1548,32,424,116,1050,934,253,680,0,0,2,0,3,1,2,0,0,5,3,0,1,0,5,2,0,0,8,15,14,5,14,27,27,12,0,59,63,0,22,3,65,28,2,2
04/11/2021,364,5,54,70,82,76,61,30,28,13,4,0,193,171,0,77,16,128,102,12,29,0,2,0,0,1,0,2,0,0,3,2,0,3,0,1,1,0,0,0,3,9,6,7,14,11,4,0,24,30,0,12,5,25,9,3,0
09/23/2020,391,6,25,49,118,89,59,38,27,6,5,0,189,197,5,167,9,50,114,21,30,0,0,0,1,0,1,2,2,0,2,4,0,0,0,4,2,0,0,1,4,5,4,4,3,2,2,0,17,8,0,12,0,4,8,1,0
07/14/2021,141,2,8,25,44,33,15,13,9,1,1,0,74,66,1,12,7,50,49,7,16,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,2,2,0,1,0,4,4,0,1,1,5,1,0,0
09/08/2021,661,7,46,137,180,137,68,62,43,22,12,0,356,301,4,147,29,180,189,34,82,0,0,0,0,3,0,2,2,0,6,1,0,1,0,5,1,0,0,1,4,11,2,8,8,3,9,0,19,27,0,7,1,27,9,1,1
05/12/2020,942,46,124,64,177,177,182,163,92,49,38,0,495,446,1,504,12,189,128,20,89,0,0,4,2,4,10,7,19,0,12,34,0,21,2,19,4,0,0,1,11,15,9,27,25,17,19,0,62,62,0,52,3,48,16,2,3
03/05/2021,292,6,22,47,77,63,38,29,24,8,6,0,151,141,0,77,25,68,86,17,19,0,0,0,0,0,1,1,4,0,4,2,0,1,0,3,2,0,0,1,1,0,2,9,5,1,3,0,11,11,0,4,2,8,7,1,0
11/19/2021,685,1,40,174,120,150,96,64,48,24,9,0,363,319,3,123,19,134,206,66,137,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,5,5,4,6,11,6,0,17,23,0,9,1,18,9,2,1
05/23/2020,328,30,91,31,63,58,54,54,35,19,14,0,178,150,0,145,9,86,37,11,40,0,1,1,1,2,4,9,12,0,16,14,0,10,0,9,11,0,0,3,8,7,14,12,22,9,16,0,37,54,0,35,3,38,8,3,4
11/17/2021,736,2,43,154,157,158,99,72,39,26,31,0,370,363,3,106,15,154,245,71,145,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,3,6,4,8,5,6,11,0,25,18,0,7,1,23,10,1,1
11/29/2021,1470,7,78,371,285,291,201,179,98,33,12,0,739,721,10,271,49,277,479,147,247,0,1,0,1,0,1,1,3,0,5,2,0,2,1,3,1,0,0,2,4,4,10,20,11,18,9,0,41,37,0,15,2,34,21,4,2
10/14/2020,850,3,28,75,246,215,135,90,62,19,8,0,459,389,2,362,24,139,226,25,74,0,0,0,0,0,0,1,2,0,2,1,0,1,0,0,2,0,0,1,3,0,4,5,5,6,4,0,12,16,0,5,0,12,8,1,2
06/10/2021,39,2,17,7,6,8,6,2,7,1,2,0,17,22,0,7,1,21,7,1,2,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,0,1,2,2,4,3,3,0,2,0,10,7,0,2,0,6,7,2,0
06/07/2021,102,9,16,20,20,11,19,14,10,6,2,0,53,49,0,34,3,37,18,3,7,0,0,0,1,4,2,1,1,0,3,6,0,5,0,4,0,0,0,1,0,0,4,5,2,3,1,0,12,4,0,5,0,8,3,0,0
07/23/2021,243,3,18,42,60,67,29,19,14,8,4,0,134,108,1,49,6,72,75,7,34,0,0,0,0,0,2,1,0,0,1,2,0,0,0,3,0,0,0,0,5,3,2,4,0,3,1,0,10,8,0,5,0,8,3,1,1
05/05/2021,483,6,49,97,130,81,75,59,25,7,9,0,256,226,1,121,22,199,72,10,59,0,1,0,1,0,2,0,2,0,4,2,0,1,0,5,0,0,0,0,4,9,6,9,13,2,6,0,29,20,0,9,2,29,8,0,1
06/03/2020,280,21,50,23,61,47,41,44,32,18,14,0,154,126,0,129,3,75,32,15,26,0,2,0,0,0,1,9,9,0,10,11,0,9,0,8,4,0,0,1,7,5,2,4,15,9,7,0,23,27,0,12,0,28,9,0,1
12/02/2020,2050,35,107,215,514,409,304,299,182,77,50,0,1069,977,4,834,90,358,471,68,229,0,1,0,1,6,5,8,14,0,19,16,0,13,3,13,4,2,0,1,5,7,17,11,18,21,27,0,53,54,0,26,1,44,29,4,3
03/31/2021,719,4,46,85,226,161,89,92,33,19,14,0,363,354,2,149,39,163,280,23,65,0,0,0,0,1,1,0,2,0,1,3,0,1,0,2,1,0,0,2,3,3,10,12,9,4,3,0,25,21,0,12,1,24,8,1,0
07/01/2021,32,2,7,5,11,8,5,1,2,0,0,0,15,17,0,6,1,8,9,3,5,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,0,0,1,2,2,1,1,0,0,0,4,3,0,1,0,6,0,0,0
04/04/2020,327,22,159,2,34,39,61,70,63,33,25,0,153,174,0,71,15,150,47,17,27,0,0,0,3,4,4,4,7,0,13,9,0,3,0,14,4,1,0,0,4,11,22,33,44,24,21,0,77,82,0,40,10,78,25,5,1
01/18/2021,715,14,66,85,143,163,107,80,82,33,22,0,392,323,0,226,40,146,181,35,87,0,0,0,1,2,6,2,3,0,3,11,0,5,0,6,3,0,0,2,5,4,3,8,23,10,11,0,29,37,0,16,1,30,16,1,2
07/03/2020,175,5,29,14,52,36,26,18,16,9,4,0,106,68,1,51,2,49,44,9,20,0,0,0,0,0,2,1,2,0,3,2,0,1,0,4,0,0,0,4,2,2,6,3,4,5,3,0,12,17,0,5,0,15,5,2,2
12/03/2021,918,8,71,206,190,169,130,87,79,43,14,0,438,476,4,155,40,214,253,81,175,0,0,0,2,0,2,1,3,0,4,4,0,2,0,4,2,0,0,1,7,5,10,8,18,11,11,0,31,40,0,12,3,33,20,3,0
01/14/2021,1052,15,61,135,221,232,175,126,93,46,24,0,546,506,0,409,59,181,249,43,111,0,0,0,1,2,3,2,7,0,3,12,0,5,4,3,3,0,0,0,2,7,7,7,10,19,9,0,34,27,0,16,2,25,13,4,1
09/29/2020,381,6,28,47,105,72,65,45,26,17,4,0,196,184,1,179,15,45,102,15,25,0,0,1,0,0,3,1,1,0,2,4,0,3,0,2,1,0,0,1,2,7,2,5,5,3,3,0,14,14,0,11,2,8,5,1,1
08/28/2020,382,4,25,66,109,61,50,47,29,15,5,0,184,198,0,174,12,72,90,11,23,0,0,1,0,1,0,2,0,0,4,0,0,2,0,2,0,0,0,1,2,1,8,2,3,4,4,0,13,12,0,9,0,12,3,1,0
07/14/2020,324,3,23,46,83,69,48,38,23,15,2,0,185,138,1,143,5,76,73,6,21,0,0,0,0,1,0,1,1,0,3,0,0,2,0,0,1,0,0,0,2,3,2,5,6,5,0,0,14,9,0,11,0,10,2,0,0
09/14/2021,495,5,38,135,109,100,59,49,26,12,5,0,252,243,0,91,23,128,125,53,75,0,1,1,0,1,0,1,1,0,2,3,0,2,0,2,1,0,0,0,0,4,9,4,6,10,5,0,22,16,0,8,1,23,6,0,0
11/28/2020,1373,17,117,158,326,257,218,200,129,55,30,0,696,674,3,584,50,210,309,50,170,0,0,1,0,4,3,4,5,0,9,8,0,6,0,7,4,0,0,2,7,8,11,18,24,24,23,0,52,65,0,37,3,44,24,4,5
11/05/2020,2638,6,115,289,764,579,388,312,186,70,50,0,1379,1251,8,1078,60,413,671,114,302,0,0,1,0,1,0,0,4,0,3,3,0,1,0,1,3,1,0,2,8,12,9,20,31,18,15,0,51,64,0,34,3,49,24,4,1
06/12/2021,46,5,9,5,13,13,3,7,1,2,2,0,18,28,0,9,1,14,12,1,9,0,0,0,0,1,1,2,1,0,5,0,0,2,0,0,2,1,0,0,0,2,3,1,0,1,2,0,4,5,0,4,0,4,1,0,0
03/25/2020,367,5,124,2,51,71,72,82,33,36,20,0,169,198,0,51,10,191,91,17,7,0,0,1,0,1,1,0,2,0,3,2,0,1,0,3,1,0,0,0,6,16,17,24,16,28,17,0,54,70,0,13,2,91,15,3,0
03/30/2021,737,3,43,93,258,144,90,77,58,12,5,0,378,358,1,170,42,163,284,19,59,0,0,1,0,0,0,1,1,0,0,3,0,1,1,0,1,0,0,0,2,3,11,9,11,5,2,0,24,19,0,14,2,21,6,0,0
05/29/2020,459,20,50,33,114,70,85,75,42,18,22,0,248,208,3,227,10,114,42,16,50,0,0,0,1,3,5,6,5,0,11,9,0,7,0,11,1,1,0,3,0,4,7,11,9,8,8,0,31,19,0,12,1,27,9,1,0
04/27/2020,1157,35,169,42,234,201,231,207,125,53,64,0,584,573,0,603,28,240,135,47,104,0,0,0,1,3,4,14,13,0,11,24,0,8,1,19,7,0,0,1,10,9,16,39,37,20,37,0,78,91,0,58,4,71,28,8,0
06/15/2020,235,20,31,36,57,42,34,30,25,9,2,0,132,102,1,108,6,59,26,9,27,0,0,0,1,1,2,5,11,0,9,11,0,5,2,4,8,0,1,4,6,3,2,5,8,0,3,0,21,10,0,12,1,11,6,0,1
11/13/2020,2694,19,121,333,649,539,402,344,244,123,60,0,1452,1235,7,1087,77,478,636,117,299,0,0,0,0,4,2,6,7,0,8,11,0,6,0,5,8,0,0,1,9,13,6,18,31,28,15,0,47,74,0,43,2,45,27,2,2
08/07/2021,318,2,29,46,79,81,42,35,21,10,4,0,163,154,1,75,20,75,103,11,34,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,3,2,6,4,5,2,6,0,15,14,0,5,0,14,10,0,0
05/15/2021,177,7,44,38,38,33,19,27,12,6,4,0,92,85,0,52,2,79,22,7,15,0,0,0,0,0,2,2,3,0,3,4,0,2,0,3,2,0,0,1,4,6,4,13,7,3,6,0,17,27,0,13,0,19,10,2,0
09/10/2020,328,2,19,23,120,69,44,36,27,5,4,0,189,138,1,141,8,43,116,4,16,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,4,1,3,2,7,2,0,0,15,4,0,8,0,7,4,0,0
06/20/2020,125,10,20,18,32,18,21,19,5,9,3,0,65,60,0,70,1,17,19,6,12,0,0,1,0,2,2,1,4,0,3,7,0,8,0,1,1,0,0,3,3,3,1,3,3,1,3,0,11,9,0,11,0,6,2,1,0
05/04/2021,466,6,54,79,125,80,84,39,32,14,13,0,245,221,0,112,22,202,61,9,60,0,0,0,0,0,1,3,2,0,1,5,0,0,0,5,1,0,0,2,1,6,10,15,9,6,5,0,27,27,0,6,1,37,10,0,0
03/14/2021,181,4,18,24,53,36,32,17,14,5,0,0,86,95,0,38,8,34,74,12,15,0,0,0,0,0,2,1,1,0,2,2,0,1,0,2,1,0,0,1,1,3,1,4,5,2,1,0,8,10,0,1,0,11,5,1,0
05/12/2021,342,6,35,69,74,71,44,43,20,19,2,0,196,146,0,84,17,156,46,9,30,0,0,0,1,0,1,3,1,0,4,2,0,0,0,6,0,0,0,0,3,6,6,8,9,1,2,0,22,13,0,10,1,18,4,1,1
11/27/2020,1255,23,136,131,257,221,206,179,138,76,47,0,658,594,3,419,45,277,322,53,139,0,0,0,0,3,4,7,9,0,9,14,0,7,2,11,3,0,0,3,5,7,18,19,32,30,22,0,61,75,0,40,4,58,30,2,2
08/10/2021,535,4,41,66,157,140,74,41,27,19,11,0,291,242,2,128,24,106,179,22,76,0,0,0,0,1,1,1,1,0,0,4,0,0,0,4,0,0,0,2,1,4,8,10,5,8,3,0,25,16,0,5,2,24,8,2,0
06/23/2020,234,8,26,12,72,43,37,27,17,17,9,0,117,116,1,100,8,45,56,4,21,0,0,0,0,0,3,2,3,0,3,5,0,3,0,4,1,0,0,0,3,2,5,4,4,3,5,0,17,9,0,11,0,9,4,1,1
01/31/2021,171,16,38,13,37,32,33,23,18,9,6,0,74,90,7,40,13,34,52,9,23,0,0,0,0,3,6,4,3,0,7,9,0,11,0,4,1,0,0,0,4,2,8,9,7,3,5,0,16,22,0,9,0,19,6,4,0
05/20/2021,248,4,40,49,47,54,35,27,22,13,1,0,132,116,0,56,6,119,33,5,29,0,0,0,0,0,0,1,3,0,3,1,0,0,1,3,0,0,0,1,3,9,4,5,12,4,2,0,18,22,0,5,0,32,3,0,0
06/16/2021,36,1,5,6,10,10,7,0,1,2,0,0,22,14,0,12,2,12,5,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,4,1,0,3,0,1,0,1,0
07/18/2021,92,0,7,12,27,20,12,8,7,4,2,0,51,41,0,16,2,24,34,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0,5,2,0,1,0,4,1,0,1
03/23/2021,568,5,43,66,192,124,74,66,28,11,7,0,282,286,0,139,29,96,226,17,61,0,0,0,0,0,2,3,0,0,2,3,0,2,1,2,0,0,0,1,2,7,7,4,16,3,3,0,19,24,0,8,0,23,11,1,0
05/07/2021,365,11,38,68,91,69,63,41,17,9,7,0,194,171,0,106,13,140,56,7,43,0,0,0,2,1,4,2,2,0,4,7,0,2,0,8,1,0,0,1,2,5,3,11,4,4,8,0,23,15,0,6,1,22,9,0,0
07/06/2021,75,2,7,22,17,13,6,8,6,2,1,0,45,30,0,16,2,18,20,4,15,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,1,0,1,0,2,0,1,2,0,5,2,0,2,2,2,1,0,0
07/15/2021,133,0,7,15,45,28,21,13,8,3,0,0,77,54,2,16,6,48,39,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,2,5,0,0,0,7,0,0,0
07/05/2021,58,2,7,11,15,14,7,5,3,2,1,0,26,31,1,15,1,15,14,4,9,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,2,1,1,0,1,1,1,0,0,3,4,0,2,0,3,1,0,1
05/25/2021,128,3,25,15,30,24,20,18,14,5,2,0,81,47,0,28,4,61,23,3,9,0,0,0,0,1,1,0,1,0,1,2,0,0,0,2,1,0,0,0,3,3,3,6,4,3,3,0,13,12,0,1,0,19,4,0,1
07/25/2021,141,3,13,19,43,34,18,13,6,6,2,0,78,62,1,14,9,44,47,8,19,0,0,1,1,1,0,0,0,0,1,2,0,0,0,2,1,0,0,0,1,2,2,2,2,3,1,0,6,7,0,2,0,6,3,1,1
06/15/2021,52,3,4,10,8,10,11,8,2,2,1,0,34,18,0,21,0,16,10,1,4,0,0,1,1,0,0,1,0,0,2,1,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,0,3,1,0,1,0,2,1,0,0
01/13/2022,3658,29,187,956,658,578,451,436,326,166,86,1,1937,1697,24,935,183,683,774,203,880,0,0,0,0,5,7,5,12,0,14,15,0,3,0,17,9,0,0,8,16,18,12,23,46,30,34,0,97,90,0,36,5,80,51,7,8
03/21/2020,125,2,62,0,18,25,20,28,16,13,5,0,53,72,0,27,6,62,27,3,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,4,6,7,18,9,14,4,0,23,39,0,12,4,34,11,1,0
07/24/2021,196,0,15,45,54,35,17,23,14,4,4,0,93,103,0,35,8,58,61,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,4,2,1,2,0,10,5,0,4,0,9,2,0,0
10/14/2021,359,1,35,79,78,77,46,36,28,11,4,0,216,142,1,61,18,91,125,17,47,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3,5,3,8,9,3,3,0,22,13,0,11,2,12,10,0,0
06/02/2021,100,7,17,19,27,15,6,19,8,5,1,0,59,41,0,16,5,38,22,3,16,0,0,0,0,2,3,2,0,0,5,2,0,2,0,4,1,0,0,0,3,4,2,3,2,2,1,0,13,4,0,2,1,12,2,0,0
12/04/2020,1856,32,103,240,409,341,306,272,158,85,45,0,937,911,8,709,71,346,428,72,230,0,0,1,1,4,4,7,15,0,14,18,0,16,1,6,9,0,0,4,6,15,12,19,19,16,12,0,49,54,0,31,4,46,16,4,2
03/10/2020,11,0,5,1,2,3,2,0,0,2,1,0,8,3,0,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,2,3,0,0,0,4,1,0,0
09/15/2020,352,1,21,54,100,67,47,42,26,13,3,0,189,163,0,167,9,50,97,10,19,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,4,5,3,4,3,0,10,11,0,8,1,7,5,0,0
11/25/2021,190,3,44,26,42,45,23,25,15,8,6,0,95,94,1,33,9,58,53,12,25,0,0,0,0,0,1,1,1,0,2,1,0,0,0,2,1,0,0,1,8,5,3,8,9,4,6,0,22,22,0,10,1,23,10,0,0
02/08/2022,552,8,30,155,117,81,69,50,41,25,14,0,282,264,6,115,41,88,194,38,76,0,0,0,0,1,4,0,3,0,4,4,0,3,0,4,1,0,0,1,1,4,2,6,2,5,9,0,12,18,0,7,4,9,7,0,3
10/08/2020,612,3,28,82,181,116,68,83,55,19,8,0,311,301,0,253,16,91,175,22,55,0,0,0,2,0,0,0,1,0,2,1,0,0,1,1,1,0,0,0,4,1,1,4,8,3,7,0,15,13,0,4,1,14,6,2,1
05/30/2020,238,21,55,22,54,41,43,41,23,9,5,0,131,105,2,117,5,52,23,10,31,0,0,0,2,1,7,5,6,0,11,10,0,11,0,5,4,1,0,2,6,3,8,10,10,9,7,0,19,36,0,16,2,23,9,0,5
07/15/2020,268,7,23,30,84,51,33,34,18,12,6,0,150,118,0,99,5,84,47,10,23,0,0,0,0,2,2,1,2,0,3,4,0,1,0,6,0,0,0,0,5,2,2,3,4,4,3,0,13,10,0,8,0,9,5,1,0
03/27/2020,404,8,154,4,43,61,86,103,49,36,22,0,212,192,0,75,12,219,71,12,15,0,0,0,1,1,3,3,0,0,3,5,0,2,0,4,2,0,0,2,4,9,27,40,34,20,18,0,77,77,0,17,6,113,14,3,1
